"go_id","go_name","root_node"
"GO:0030187","melatonin biosynthetic process","biological_process"
"GO:0055073","cadmium ion homeostasis","biological_process"
"GO:0071585","detoxification of cadmium ion","biological_process"
"GO:0090693","plant organ senescence","biological_process"
"GO:0042819","vitamin B6 biosynthetic process","biological_process"
"GO:0035019","somatic stem cell population maintenance","biological_process"
"GO:0006335","DNA replication-dependent nucleosome assembly","biological_process"
"GO:0031017","exocrine pancreas development","biological_process"
"GO:0030579","ubiquitin-dependent SMAD protein catabolic process","biological_process"
"GO:0031943","regulation of glucocorticoid metabolic process","biological_process"
"GO:0030911","TPR domain binding","molecular_function"
"GO:0046332","SMAD binding","molecular_function"
"GO:1990064","ground tissue pattern formation","biological_process"
"GO:0031432","titin binding","molecular_function"
"GO:0031996","thioesterase binding","molecular_function"
"GO:0031997","N-terminal myristoylation domain binding","molecular_function"
"GO:0043274","phospholipase binding","molecular_function"
"GO:0035674","tricarboxylic acid transmembrane transport","biological_process"
"GO:0090057","root radial pattern formation","biological_process"
"GO:0102483","scopolin beta-glucosidase activity","molecular_function"
"GO:0007569","cell aging","biological_process"
"GO:0009314","response to radiation","biological_process"
"GO:0048504","regulation of timing of animal organ formation","biological_process"
"GO:0031570","DNA integrity checkpoint","biological_process"
"GO:0034635","glutathione transport","biological_process"
"GO:0004577","N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity","molecular_function"
"GO:0043541","UDP-N-acetylglucosamine transferase complex","cellular_component"
"GO:1990052","ER to chloroplast lipid transport","biological_process"
"GO:0008972","phosphomethylpyrimidine kinase activity","molecular_function"
"GO:0010471","GDP-galactose:mannose-1-phosphate guanylyltransferase activity","molecular_function"
"GO:0010472","GDP-galactose:glucose-1-phosphate guanylyltransferase activity","molecular_function"
"GO:0010473","GDP-galactose:myoinositol-1-phosphate guanylyltransferase activity","molecular_function"
"GO:0010474","glucose-1-phosphate guanylyltransferase (GDP) activity","molecular_function"
"GO:0010475","galactose-1-phosphate guanylyltransferase (GDP) activity","molecular_function"
"GO:0080048","GDP-D-glucose phosphorylase activity","molecular_function"
"GO:0003992","N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity","molecular_function"
"GO:0051325","interphase","biological_process"
"GO:0045145","single-stranded DNA 5'-3' exodeoxyribonuclease activity","molecular_function"
"GO:0043530","adenosine 5'-monophosphoramidase activity","molecular_function"
"GO:0009947","centrolateral axis specification","biological_process"
"GO:0010865","stipule development","biological_process"
"GO:0017040","N-acylsphingosine amidohydrolase activity","molecular_function"
"GO:0002250","adaptive immune response","biological_process"
"GO:0002697","regulation of immune effector process","biological_process"
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","biological_process"
"GO:0048858","cell projection morphogenesis","biological_process"
"GO:0071242","cellular response to ammonium ion","biological_process"
"GO:0052751","GDP-mannose hydrolase activity","molecular_function"
"GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","biological_process"
"GO:0009279","cell outer membrane","cellular_component"
"GO:0008887","glycerate kinase activity","molecular_function"
"GO:1902609","(R)-2-hydroxy-alpha-linolenic acid biosynthetic process","biological_process"
"GO:0017186","peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase","biological_process"
"GO:0016603","glutaminyl-peptide cyclotransferase activity","molecular_function"
"GO:0010168","ER body","cellular_component"
"GO:0000918","division septum site selection","biological_process"
"GO:0030899","calcium-dependent ATPase activity","molecular_function"
"GO:0019822","P4 peroxisome","cellular_component"
"GO:0019521","D-gluconate metabolic process","biological_process"
"GO:0098809","nitrite reductase activity","molecular_function"
"GO:0001729","ceramide kinase activity","molecular_function"
"GO:1903046","meiotic cell cycle process","biological_process"
"GO:0046406","magnesium protoporphyrin IX methyltransferase activity","molecular_function"
"GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","biological_process"
"GO:0042351","'de novo' GDP-L-fucose biosynthetic process","biological_process"
"GO:0008446","GDP-mannose 4,6-dehydratase activity","molecular_function"
"GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds","molecular_function"
"GO:0047672","anthranilate N-benzoyltransferase activity","molecular_function"
"GO:0015015","heparan sulfate proteoglycan biosynthetic process, enzymatic modification","biological_process"
"GO:0008476","protein-tyrosine sulfotransferase activity","molecular_function"
"GO:0017095","heparan sulfate 6-O-sulfotransferase activity","molecular_function"
"GO:0005979","regulation of glycogen biosynthetic process","biological_process"
"GO:0005981","regulation of glycogen catabolic process","biological_process"
"GO:0007084","mitotic nuclear envelope reassembly","biological_process"
"GO:0042587","glycogen granule","cellular_component"
"GO:0017018","myosin phosphatase activity","molecular_function"
"GO:0050115","myosin-light-chain-phosphatase activity","molecular_function"
"GO:0000428","DNA-directed RNA polymerase complex","cellular_component"
"GO:0009202","deoxyribonucleoside triphosphate biosynthetic process","biological_process"
"GO:0015949","nucleobase-containing small molecule interconversion","biological_process"
"GO:0033114","cyanelle thylakoid lumen","cellular_component"
"GO:0046905","phytoene synthase activity","molecular_function"
"GO:0030061","mitochondrial crista","cellular_component"
"GO:0007007","inner mitochondrial membrane organization","biological_process"
"GO:0004788","thiamine diphosphokinase activity","molecular_function"
"GO:0030975","thiamine binding","molecular_function"
"GO:0071007","U2-type catalytic step 2 spliceosome","cellular_component"
"GO:1901073","glucosamine-containing compound biosynthetic process","biological_process"
"GO:0009244","lipopolysaccharide core region biosynthetic process","biological_process"
"GO:0018169","ribosomal S6-glutamic acid ligase activity","molecular_function"
"GO:0043525","positive regulation of neuron apoptotic process","biological_process"
"GO:0016708","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor","molecular_function"
"GO:0019133","choline monooxygenase activity","molecular_function"
"GO:0010230","alternative respiration","biological_process"
"GO:0050072","m7G(5')pppN diphosphatase activity","molecular_function"
"GO:0030218","erythrocyte differentiation","biological_process"
"GO:0045182","translation regulator activity","molecular_function"
"GO:0002026","regulation of the force of heart contraction","biological_process"
"GO:0002086","diaphragm contraction","biological_process"
"GO:0043181","vacuolar sequestering","biological_process"
"GO:0043587","tongue morphogenesis","biological_process"
"GO:0044708",NA,NA
"GO:0050884","neuromuscular process controlling posture","biological_process"
"GO:0055010","ventricular cardiac muscle tissue morphogenesis","biological_process"
"GO:1901407","regulation of phosphorylation of RNA polymerase II C-terminal domain","biological_process"
"GO:0043139","5'-3' DNA helicase activity","molecular_function"
"GO:0003881","CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity","molecular_function"
"GO:0009000","selenocysteine lyase activity","molecular_function"
"GO:0010059","positive regulation of atrichoblast fate specification","biological_process"
"GO:0010063","positive regulation of trichoblast fate specification","biological_process"
"GO:0035519","protein K29-linked ubiquitination","biological_process"
"GO:0044314","protein K27-linked ubiquitination","biological_process"
"GO:0085020","protein K6-linked ubiquitination","biological_process"
"GO:0046202","cyanide biosynthetic process","biological_process"
"GO:0050898","nitrile metabolic process","biological_process"
"GO:0033276","transcription factor TFTC complex","cellular_component"
"GO:1900490","positive regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity","biological_process"
"GO:0070918","production of small RNA involved in gene silencing by RNA","biological_process"
"GO:0007613","memory","biological_process"
"GO:0009199","ribonucleoside triphosphate metabolic process","biological_process"
"GO:0080159","zygote elongation","biological_process"
"GO:1905348","endonuclease complex","cellular_component"
